Title,Link
,"https://en.wikipedia.org/wiki/Kingdom_of_Heaven_(film)#:~:text=Many%20of%20the%20characters%20in,of%20Tripoli%20(%22Tiberias%22)"
,"https://mylofamily.com/parenting/babynames/meaning-of-balian-11823#:~:text=The%20meaning%20of%20Balian%20is,It%20mens%20Master%20or%20Lord."
,"https://www.backpackingbella.com/bali-beaches-balian-canggu/#:~:text=Located%20in%20the%20Tabanan%20Regency,Rai%20international%20airport%20by%20car."
,"https://www.imdb.com/title/tt0320661/plotsummary/#:~:text=Baldwin%20asks%20Balian%20to%20marry,and%20names%20her%20son%20King."
