Title,Link
,"https://study.com/academy/lesson/king-david-of-israel-history-lesson-quiz.html#:~:text=David%2C%20who%20was%20a%20shepherd,a%20slingshot%20and%20a%20rock."
,https://overviewbible.com/david/
,"https://www.britannica.com/biography/David#:~:text=David%20(flourished%20c.,Israel%20under%20a%20single%20monarch."
,"https://www.todayintheword.org/practical-theology/son-of-god-or-son-of-david/#:~:text=First%2C%20referring%20to%20Jesus%20as,kingdom%20that%20will%20never%20end."
